pkg,version,major,date,age
xml2,1.0.0,TRUE,2016-06-24,831
xml2,1.1.0,TRUE,2017-01-07,634
xml2,1.1.1,FALSE,2017-01-25,616
xml2,1.2.0,TRUE,2018-01-24,252
xmlparsedata,1.0.0,TRUE,2016-05-20,866
xmlparsedata,1.0.1,FALSE,2016-06-18,837
xmlparsedata,1.0.2,FALSE,2018-09-17,16
xopen,1.0.0,TRUE,2018-09-17,16
zeallot,0.0.2,FALSE,2017-01-27,614
zeallot,0.0.3,FALSE,2017-02-27,583
zeallot,0.0.4,FALSE,2017-07-28,432
zeallot,0.0.5,FALSE,2017-08-25,404
zeallot,0.0.6,FALSE,2017-09-28,370
zeallot,0.1.0,TRUE,2018-01-28,248
zip,1.0.0,TRUE,2017-04-25,526
bigrquery,0.1.0,TRUE,2015-01-13,1359
bigrquery,0.2.0,TRUE,2016-03-03,944
bigrquery,0.3.0,TRUE,2016-06-28,827
bigrquery,0.4.0,TRUE,2017-06-23,467
bigrquery,0.4.1,FALSE,2017-06-26,464
bigrquery,1.0.0,TRUE,2018-04-24,162
DBI,0.1-2,TRUE,2001-12-19,6132
DBI,0.1-3,TRUE,2002-05-20,5980
DBI,0.1-4,TRUE,2002-08-27,5881
DBI,0.1-5,TRUE,2003-04-07,5658
DBI,0.1-6,TRUE,2003-06-16,5588
DBI,0.1-7,TRUE,2003-11-12,5439
DBI,0.1-8,TRUE,2004-04-13,5286
DBI,0.1-9,TRUE,2005-04-07,4927
DBI,0.1-10,TRUE,2006-01-28,4631
DBI,0.1-11,TRUE,2006-10-27,4359
DBI,0.1-12,TRUE,2006-12-04,4321
DBI,0.2-0,TRUE,2007-03-21,4214
DBI,0.2-1,TRUE,2007-03-28,4207
DBI,0.2-2,TRUE,2007-04-15,4189
DBI,0.2-3,TRUE,2007-05-01,4173
DBI,0.2-4,TRUE,2007-10-17,4004
DBI,0.2-5,TRUE,2009-12-22,3207
DBI,0.2-6,TRUE,2013-04-21,1991
DBI,0.2-7,TRUE,2013-05-09,1973
DBI,0.3.0,TRUE,2014-09-02,1492
DBI,0.3.1,FALSE,2014-09-24,1470
DBI,0.4,TRUE,2016-05-02,884
DBI,0.4-1,TRUE,2016-05-08,878
DBI,0.5,TRUE,2016-08-11,783
DBI,0.5-1,TRUE,2016-09-09,754
DBI,0.6,TRUE,2017-03-09,573
DBI,0.6-1,TRUE,2017-04-01,550
DBI,0.7,TRUE,2017-06-18,472
DBI,0.8,TRUE,2018-03-02,215
DBI,1.0.0,TRUE,2018-05-02,154
DBItest,1.2,TRUE,2016-05-24,862
DBItest,1.3,TRUE,2016-07-07,818
DBItest,1.4,TRUE,2016-12-03,669
DBItest,1.5,TRUE,2017-06-19,471
DBItest,1.5-1,TRUE,2017-12-11,296
DBItest,1.5-2,TRUE,2018-01-25,251
odbc,1.0.0,TRUE,2017-02-05,605
odbc,1.0.1,FALSE,2017-02-07,603
odbc,1.1.0,TRUE,2017-06-23,467
odbc,1.1.1,FALSE,2017-06-27,463
odbc,1.1.2,FALSE,2017-10-02,366
odbc,1.1.3,FALSE,2017-10-05,363
odbc,1.1.4,FALSE,2018-01-11,265
odbc,1.1.5,FALSE,2018-01-23,253
odbc,1.1.6,FALSE,2018-06-09,116
RMariaDB,1.0-2,TRUE,2017-10-04,364
RMariaDB,1.0-4,TRUE,2017-12-11,296
RMariaDB,1.0.5,FALSE,2018-04-03,183
RMariaDB,1.0.6,FALSE,2018-05-06,150
RMySQL,0.2,TRUE,2000-02-04,6816
RMySQL,0.2-3,TRUE,2000-10-06,6571
RMySQL,0.4-2,TRUE,2001-03-12,6414
RMySQL,0.4-3,TRUE,2001-11-06,6175
RMySQL,0.4-5,TRUE,2002-05-21,5979
RMySQL,0.4-6,TRUE,2002-06-27,5942
RMySQL,0.5-0,TRUE,2002-10-01,5846
RMySQL,0.5-1,TRUE,2003-04-07,5658
RMySQL,0.5-2,TRUE,2003-05-17,5618
RMySQL,0.5-3,TRUE,2003-12-02,5419
RMySQL,0.5-4,TRUE,2004-04-13,5286
RMySQL,0.5-5,TRUE,2004-06-22,5216
RMySQL,0.5-7,TRUE,2006-01-28,4631
RMySQL,0.5-9,TRUE,2006-10-07,4379
RMySQL,0.5-10,TRUE,2006-10-27,4359
RMySQL,0.5-11,TRUE,2007-01-05,4289
RMySQL,0.6-0,TRUE,2007-06-01,4142
RMySQL,0.6-1,TRUE,2008-09-08,3677
RMySQL,0.7-2,TRUE,2008-12-05,3589
RMySQL,0.7-3,TRUE,2009-02-04,3528
RMySQL,0.7-4,TRUE,2009-04-14,3459
RMySQL,0.7-5,TRUE,2010-07-24,2993
RMySQL,0.8-0,TRUE,2011-06-09,2673
RMySQL,0.9-0,TRUE,2012-01-14,2454
RMySQL,0.9-3,TRUE,2012-01-17,2451
RMySQL,0.10,TRUE,2015-01-05,1367
RMySQL,0.10.1,FALSE,2015-01-15,1357
RMySQL,0.10.2,FALSE,2015-02-24,1317
RMySQL,0.10.3,FALSE,2015-04-21,1261
RMySQL,0.10.4,FALSE,2015-07-28,1163
RMySQL,0.10.5,FALSE,2015-08-25,1135
RMySQL,0.10.6,FALSE,2015-09-05,1124
RMySQL,0.10.7,FALSE,2015-10-27,1072
RMySQL,0.10.8,FALSE,2016-01-28,979
RMySQL,0.10.9,FALSE,2016-05-08,878
RMySQL,0.10.10,FALSE,2017-03-21,561
RMySQL,0.10.11,FALSE,2017-03-29,553
RMySQL,0.10.12,FALSE,2017-07-06,454
RMySQL,0.10.13,FALSE,2017-08-14,415
RMySQL,0.10.14,FALSE,2018-02-26,219
RMySQL,0.10.15,FALSE,2018-05-13,143
RPostgres,1.0-3,TRUE,2017-12-06,301
RPostgres,1.0-4,TRUE,2017-12-20,287
RPostgres,1.1.0,TRUE,2018-04-06,180
RPostgres,1.1.1,FALSE,2018-05-06,150
RSQLite,0.2-1,TRUE,2001-11-03,6178
RSQLite,0.3-0,TRUE,2002-10-01,5846
RSQLite,0.3-1,TRUE,2003-04-07,5658
RSQLite,0.3-2,TRUE,2003-06-18,5586
RSQLite,0.3-3,TRUE,2003-11-12,5439
RSQLite,0.3-4,TRUE,2004-06-22,5216
RSQLite,0.3-5,TRUE,2005-01-31,4993
RSQLite,0.4-0,TRUE,2005-04-07,4927
RSQLite,0.4-1,TRUE,2006-01-19,4640
RSQLite,0.4-4,TRUE,2006-10-07,4379
RSQLite,0.4-9,TRUE,2006-10-27,4359
RSQLite,0.4-13,TRUE,2006-11-09,4346
RSQLite,0.4-15,TRUE,2006-12-04,4321
RSQLite,0.4-18,TRUE,2007-01-05,4289
RSQLite,0.4-19,TRUE,2007-01-18,4276
RSQLite,0.4-20,TRUE,2007-02-28,4235
RSQLite,0.5-1,TRUE,2007-03-21,4214
RSQLite,0.5-2,TRUE,2007-03-28,4207
RSQLite,0.5-3,TRUE,2007-03-29,4206
RSQLite,0.5-4,TRUE,2007-05-01,4173
RSQLite,0.6-0,TRUE,2007-06-10,4133
RSQLite,0.6-2,TRUE,2007-07-18,4095
RSQLite,0.5-6,TRUE,2007-07-18,4095
RSQLite,0.6-3,TRUE,2007-10-03,4018
RSQLite,0.6-4,TRUE,2007-10-30,3991
RSQLite,0.6-7,TRUE,2008-01-27,3902
RSQLite,0.6-8,TRUE,2008-02-27,3871
RSQLite,0.6-9,TRUE,2008-06-11,3766
RSQLite,0.7-0,TRUE,2008-08-24,3692
RSQLite,0.7-1,TRUE,2008-10-26,3629
RSQLite,0.7-2,TRUE,2009-08-14,3337
RSQLite,0.7-3,TRUE,2009-10-04,3286
RSQLite,0.8-0,TRUE,2009-12-22,3207
RSQLite,0.8-1,TRUE,2010-01-07,3191
RSQLite,0.8-2,TRUE,2010-01-22,3176
RSQLite,0.8-3,TRUE,2010-02-11,3156
RSQLite,0.8-4,TRUE,2010-03-10,3129
RSQLite,0.9-0,TRUE,2010-05-07,3071
RSQLite,0.9-1,TRUE,2010-05-29,3049
RSQLite,0.9-2,TRUE,2010-07-24,2993
RSQLite,0.9-3,TRUE,2010-11-07,2887
RSQLite,0.9-4,TRUE,2010-11-24,2870
RSQLite,0.10.0,TRUE,2011-10-02,2558
RSQLite,0.11.0,TRUE,2011-12-01,2498
RSQLite,0.11.1,FALSE,2011-12-07,2492
RSQLite,0.11.2,FALSE,2012-09-16,2208
RSQLite,0.11.3,FALSE,2013-04-16,1996
RSQLite,0.11.4,FALSE,2013-05-26,1956
RSQLite,1.0.0,TRUE,2014-10-24,1440
RSQLite,1.1,TRUE,2016-11-27,675
RSQLite,1.1-1,TRUE,2016-12-10,662
RSQLite,1.1-2,TRUE,2017-01-08,633
RSQLite,2.0,TRUE,2017-06-19,471
RSQLite,2.1.0,TRUE,2018-03-29,188
RSQLite,2.1.1,FALSE,2018-05-06,150
broom,0.3.4,FALSE,2014-11-23,1410
broom,0.3.5,FALSE,2015-01-05,1367
broom,0.3.6,FALSE,2015-02-18,1323
broom,0.3.7,FALSE,2015-05-06,1246
broom,0.4.0,TRUE,2015-11-30,1038
broom,0.4.1,FALSE,2016-06-24,831
broom,0.4.2,FALSE,2017-02-13,597
broom,0.4.3,FALSE,2017-11-20,317
broom,0.4.4,FALSE,2018-03-29,188
broom,0.4.5,FALSE,2018-07-03,92
broom,0.5.0,TRUE,2018-07-17,78
dials,0.0.1,FALSE,2018-08-13,51
embed,0.0.1,FALSE,2018-09-14,19
infer,0.1.0,TRUE,2018-01-08,268
infer,0.1.1,FALSE,2018-01-22,254
infer,0.2.0,TRUE,2018-05-15,141
infer,0.3.0,TRUE,2018-07-11,84
infer,0.3.1,FALSE,2018-08-06,58
recipes,0.1.0,TRUE,2017-07-27,433
recipes,0.1.1,FALSE,2017-11-20,317
recipes,0.1.2,FALSE,2018-01-11,265
recipes,0.1.3,FALSE,2018-06-16,109
recipes,0.1.0,TRUE,2017-07-27,433
recipes,0.1.1,FALSE,2017-11-20,317
recipes,0.1.2,FALSE,2018-01-11,265
recipes,0.1.3,FALSE,2018-06-16,109
rsample,0.0.1,FALSE,2017-07-08,452
rsample,0.0.2,FALSE,2017-11-12,325
rsample,0.0.1,FALSE,2017-07-08,452
rsample,0.0.2,FALSE,2017-11-12,325
tidymodels,0.0.1,FALSE,2018-07-27,68
tidyposterior,0.0.1,FALSE,2017-11-14,323
tidyposterior,0.0.1,FALSE,2017-11-14,323
yardstick,0.0.1,FALSE,2017-11-12,325
yardstick,0.0.1,FALSE,2017-11-12,325
scales,0.1.0,TRUE,2011-09-22,2568
scales,0.2.0,TRUE,2012-02-27,2410
scales,0.2.1,FALSE,2012-05-08,2339
scales,0.2.2,FALSE,2012-09-04,2220
scales,0.2.3,FALSE,2012-12-05,2128
scales,0.2.4,FALSE,2014-04-22,1625
scales,0.2.5,FALSE,2015-06-12,1209
scales,0.3.0,TRUE,2015-08-24,1136
scales,0.4.0,TRUE,2016-02-26,950
scales,0.4.1,FALSE,2016-11-09,693
scales,0.5.0,TRUE,2017-08-24,405
scales,1.0.0,TRUE,2018-08-09,55
scales,0.1.0,TRUE,2011-09-22,2568
scales,0.2.0,TRUE,2012-02-27,2410
scales,0.2.1,FALSE,2012-05-08,2339
scales,0.2.2,FALSE,2012-09-04,2220
scales,0.2.3,FALSE,2012-12-05,2128
scales,0.2.4,FALSE,2014-04-22,1625
scales,0.2.5,FALSE,2015-06-12,1209
scales,0.3.0,TRUE,2015-08-24,1136
scales,0.4.0,TRUE,2016-02-26,950
scales,0.4.1,FALSE,2016-11-09,693
scales,0.5.0,TRUE,2017-08-24,405
scales,1.0.0,TRUE,2018-08-09,55
reshape,0.4,TRUE,2005-08-05,4807
reshape,0.5,TRUE,2005-09-22,4759
reshape,0.6,TRUE,2006-02-06,4622
reshape,0.6.1,FALSE,2006-04-07,4562
reshape,0.6.2,FALSE,2006-06-23,4485
reshape,0.6.3,FALSE,2006-06-23,4485
reshape,0.7,TRUE,2006-08-03,4444
reshape,0.7.1,FALSE,2006-09-29,4387
reshape,0.7.2,FALSE,2007-04-11,4193
reshape,0.7.3,FALSE,2007-05-22,4152
reshape,0.7.4,FALSE,2007-05-31,4143
reshape,0.8.0,TRUE,2007-07-07,4106
reshape,0.8.1,FALSE,2008-09-28,3657
reshape,0.8.2,FALSE,2008-11-04,3620
reshape,0.8.3,FALSE,2009-04-28,3445
reshape,0.8.4,FALSE,2011-01-28,2805
reshape,0.8.5,FALSE,2014-04-22,1625
reshape,0.8.6,FALSE,2016-10-21,712
reshape,0.8.7,FALSE,2017-08-06,423
lazyeval,0.1.9,FALSE,2014-10-01,1463
lazyeval,0.1.10,FALSE,2015-01-02,1370
lazyeval,0.2.0,TRUE,2016-06-12,843
lazyeval,0.2.1,FALSE,2017-10-29,339
nycflights13,0.1,TRUE,2014-07-22,1534
nycflights13,0.2.0,TRUE,2016-04-29,887
nycflights13,0.2.1,FALSE,2016-12-29,643
nycflights13,0.2.2,FALSE,2017-01-27,614
nycflights13,1.0.0,TRUE,2018-06-26,99
babynames,0.1,TRUE,2014-07-22,1534
babynames,0.2.0,TRUE,2016-02-19,957
babynames,0.2.1,FALSE,2016-02-21,955
babynames,0.3.0,TRUE,2017-04-14,537
dtplyr,0.0.1,FALSE,2016-06-27,828
dtplyr,0.0.2,FALSE,2017-04-21,530
gtable,0.1.1,FALSE,2012-09-04,2220
gtable,0.1.2,FALSE,2012-12-05,2128
gtable,0.2.0,TRUE,2016-02-26,950
purrrlyr,0.0.1,FALSE,2017-04-29,522
purrrlyr,0.0.2,FALSE,2017-05-13,508
purrrlyr,0.0.3,FALSE,2018-05-29,127
rvest,0.1.0,TRUE,2014-11-21,1412
rvest,0.2.0,TRUE,2015-01-01,1371
rvest,0.3.0,TRUE,2015-09-22,1107
rvest,0.3.1,FALSE,2015-11-11,1057
rvest,0.3.2,FALSE,2016-06-17,838
assertthat,0.1,TRUE,2013-12-05,1763
assertthat,0.2.0,TRUE,2017-04-11,540
plyr,0.1,TRUE,2008-09-30,3655
plyr,0.1.1,FALSE,2008-10-08,3647
plyr,0.1.2,FALSE,2008-11-18,3606
plyr,0.1.3,FALSE,2008-11-19,3605
plyr,0.1.4,FALSE,2008-12-13,3581
plyr,0.1.5,FALSE,2009-02-24,3508
plyr,0.1.6,FALSE,2009-04-15,3458
plyr,0.1.7,FALSE,2009-04-15,3458
plyr,0.1.8,FALSE,2009-04-21,3452
plyr,0.1.9,FALSE,2009-06-23,3389
plyr,1.0,TRUE,2010-07-05,3012
plyr,1.0.1,FALSE,2010-07-06,3011
plyr,1.0.2,FALSE,2010-07-06,3011
plyr,1.0.3,FALSE,2010-07-07,3010
plyr,1.1,TRUE,2010-07-24,2993
plyr,1.2,TRUE,2010-09-10,2945
plyr,1.2.1,FALSE,2010-09-11,2944
plyr,1.4,TRUE,2011-01-04,2829
plyr,1.4.1,FALSE,2011-04-05,2738
plyr,1.5,TRUE,2011-04-10,2733
plyr,1.5.1,FALSE,2011-04-13,2730
plyr,1.5.2,FALSE,2011-04-24,2719
plyr,1.6,TRUE,2011-07-29,2623
plyr,1.7,TRUE,2011-12-30,2469
plyr,1.7.1,FALSE,2012-01-08,2460
plyr,1.8,TRUE,2012-12-06,2127
plyr,1.8.1,FALSE,2014-02-26,1680
plyr,1.8.2,FALSE,2015-04-21,1261
plyr,1.8.3,FALSE,2015-06-12,1209
plyr,1.8.4,FALSE,2016-06-08,847
gapminder,0.1.0,TRUE,2015-03-17,1296
gapminder,0.2.0,TRUE,2015-12-30,1008
gapminder,0.3.0,TRUE,2017-10-31,337
repurrrsive,0.1.0,TRUE,2017-09-08,390
gmailr,0.0.1,FALSE,2014-07-26,1530
gmailr,0.5.0,TRUE,2014-09-18,1476
gmailr,0.6.0,TRUE,2014-12-04,1399
gmailr,0.7.1,FALSE,2016-04-11,905
lintr,0.2.0,TRUE,2014-12-01,1402
lintr,0.3.1,FALSE,2015-09-03,1126
lintr,0.3.2,FALSE,2015-09-08,1121
lintr,0.3.3,FALSE,2015-09-15,1114
lintr,1.0.0,TRUE,2016-04-15,901
lintr,1.0.1,FALSE,2017-08-10,419
lintr,1.0.2,FALSE,2017-11-08,329
prettyunits,1.0.0,TRUE,2014-10-13,1451
prettyunits,1.0.2,FALSE,2015-07-12,1179
secret,1.0.0,TRUE,2017-06-17,473
caret,2.27,TRUE,2007-10-05,4016
caret,2.29,TRUE,2007-10-09,4012
caret,3.08,TRUE,2007-11-29,3961
caret,3.12,TRUE,2008-02-27,3871
caret,3.13,TRUE,2008-03-02,3867
caret,3.16,TRUE,2008-03-28,3841
caret,3.21,TRUE,2008-06-11,3766
caret,3.25,TRUE,2008-07-12,3735
caret,3.32,TRUE,2008-08-01,3715
caret,3.37,TRUE,2008-09-05,3680
caret,3.45,TRUE,2008-10-19,3636
caret,3.51,TRUE,2008-12-06,3588
caret,4.05,TRUE,2009-01-23,3540
caret,4.06,TRUE,2009-01-25,3538
caret,4.08,TRUE,2009-02-19,3513
caret,4.10,TRUE,2009-03-27,3477
caret,4.11,TRUE,2009-04-29,3444
caret,4.12,TRUE,2009-05-08,3435
caret,4.15,TRUE,2009-05-13,3430
caret,4.16,TRUE,2009-05-24,3419
caret,4.17,TRUE,2009-06-05,3407
caret,4.18,TRUE,2009-06-18,3394
caret,4.19,TRUE,2009-07-01,3381
caret,4.20,TRUE,2009-08-25,3326
caret,4.23,TRUE,2009-09-28,3292
caret,4.24,TRUE,2009-09-30,3290
caret,4.25,TRUE,2009-10-06,3284
caret,4.26,TRUE,2009-10-28,3262
caret,4.27,TRUE,2009-11-05,3254
caret,4.30,TRUE,2009-11-09,3250
caret,4.31,TRUE,2009-12-09,3220
caret,4.33,TRUE,2010-03-01,3138
caret,4.34,TRUE,2010-03-18,3121
caret,4.36,TRUE,2010-04-18,3090
caret,4.37,TRUE,2010-04-19,3089
caret,4.39,TRUE,2010-05-16,3062
caret,4.41,TRUE,2010-05-22,3056
caret,4.42,TRUE,2010-06-11,3036
caret,4.43,TRUE,2010-07-01,3016
caret,4.44,TRUE,2010-07-24,2993
caret,4.45,TRUE,2010-07-28,2989
caret,4.47,TRUE,2010-08-05,2981
caret,4.48,TRUE,2010-08-08,2978
caret,4.49,TRUE,2010-08-09,2977
caret,4.51,TRUE,2010-08-11,2975
caret,4.53,TRUE,2010-08-17,2969
caret,4.54,TRUE,2010-08-18,2968
caret,4.57,TRUE,2010-08-26,2960
caret,4.58,TRUE,2010-08-29,2957
caret,4.59,TRUE,2010-09-01,2954
caret,4.60,TRUE,2010-09-03,2952
caret,4.61,TRUE,2010-09-06,2949
caret,4.62,TRUE,2010-09-10,2945
caret,4.63,TRUE,2010-09-29,2926
caret,4.64,TRUE,2010-10-07,2918
caret,4.65,TRUE,2010-10-09,2916
caret,4.67,TRUE,2010-10-14,2911
caret,4.68,TRUE,2010-10-23,2902
caret,4.69,TRUE,2010-10-29,2896
caret,4.70,TRUE,2010-11-10,2884
caret,4.72,TRUE,2010-12-18,2846
caret,4.73,TRUE,2010-12-22,2842
caret,4.75,TRUE,2011-01-03,2830
caret,4.76,TRUE,2011-01-08,2825
caret,4.77,TRUE,2011-01-23,2810
caret,4.78,TRUE,2011-02-09,2793
caret,4.83,TRUE,2011-04-01,2742
caret,4.85,TRUE,2011-04-03,2740
caret,4.87,TRUE,2011-04-28,2715
caret,4.88,TRUE,2011-04-30,2713
caret,4.89,TRUE,2011-05-28,2685
caret,4.90,TRUE,2011-06-02,2680
caret,4.91,TRUE,2011-06-09,2673
caret,4.92,TRUE,2011-07-06,2646
caret,4.98,TRUE,2011-07-26,2626
caret,4.99,TRUE,2011-09-02,2588
caret,5.01-001,TRUE,2011-09-02,2588
caret,5.02-011,TRUE,2011-09-19,2571
caret,5.03-003,TRUE,2011-09-24,2566
caret,5.04-007,TRUE,2011-09-26,2564
caret,5.05.004,FALSE,2011-10-11,2549
caret,5.07-001,TRUE,2011-10-23,2537
caret,5.07-005,TRUE,2011-11-08,2521
caret,5.07-024,TRUE,2011-11-14,2515
caret,5.08-011,TRUE,2011-11-25,2504
caret,5.09-006,TRUE,2011-12-07,2492
caret,5.09-012,TRUE,2011-12-11,2488
caret,5.10-13,TRUE,2012-01-04,2464
caret,5.11-06,TRUE,2012-01-13,2455
caret,5.12-04,TRUE,2012-01-15,2453
caret,5.13-20,TRUE,2012-02-06,2431
caret,5.13-037,TRUE,2012-02-17,2420
caret,5.14-023,TRUE,2012-02-23,2414
caret,5.15-023,TRUE,2012-03-20,2388
caret,5.15-044,TRUE,2012-10-03,2191
caret,5.15-045,TRUE,2012-11-27,2136
caret,5.15-048,TRUE,2012-12-21,2112
caret,5.15-052,TRUE,2013-01-17,2085
caret,5.15-61,TRUE,2013-02-12,2059
caret,5.16-04,TRUE,2013-05-17,1965
caret,5.16-24,TRUE,2013-06-20,1931
caret,5.17-7,TRUE,2013-08-05,1885
caret,6.0-21,TRUE,2014-01-03,1734
caret,6.0-22,TRUE,2014-01-18,1719
caret,6.0-24,TRUE,2014-02-16,1690
caret,6.0-29,TRUE,2014-05-28,1589
caret,6.0-30,TRUE,2014-06-04,1582
caret,6.0-34,TRUE,2014-08-15,1510
caret,6.0-35,TRUE,2014-08-24,1501
caret,6.0-37,TRUE,2014-11-10,1423
caret,6.0-41,TRUE,2015-01-03,1369
caret,6.0-47,TRUE,2015-05-06,1246
caret,6.0-52,TRUE,2015-07-17,1174
caret,6.0-57,TRUE,2015-10-11,1088
caret,6.0-58,TRUE,2015-10-22,1077
caret,6.0-62,TRUE,2015-11-23,1045
caret,6.0-64,TRUE,2016-01-06,1001
caret,6.0-68,TRUE,2016-04-11,905
caret,6.0-70,TRUE,2016-06-13,842
caret,6.0-71,TRUE,2016-08-05,789
caret,6.0-72,TRUE,2016-11-01,701
caret,6.0-73,TRUE,2016-11-10,692
caret,6.0-76,TRUE,2017-04-18,533
caret,6.0-77,TRUE,2017-09-07,391
caret,6.0-78,TRUE,2017-12-10,297
caret,6.0-79,TRUE,2018-03-29,188
caret,6.0-80,TRUE,2018-05-26,130
recipes,0.1.0,TRUE,2017-07-27,433
recipes,0.1.1,FALSE,2017-11-20,317
recipes,0.1.2,FALSE,2018-01-11,265
recipes,0.1.3,FALSE,2018-06-16,109
recipes,0.1.0,TRUE,2017-07-27,433
recipes,0.1.1,FALSE,2017-11-20,317
recipes,0.1.2,FALSE,2018-01-11,265
recipes,0.1.3,FALSE,2018-06-16,109
rsample,0.0.1,FALSE,2017-07-08,452
rsample,0.0.2,FALSE,2017-11-12,325
rsample,0.0.1,FALSE,2017-07-08,452
rsample,0.0.2,FALSE,2017-11-12,325
yardstick,0.0.1,FALSE,2017-11-12,325
yardstick,0.0.1,FALSE,2017-11-12,325
AmesHousing,0.0.2,FALSE,2017-09-26,372
AmesHousing,0.0.3,FALSE,2017-12-17,290
tidyposterior,0.0.1,FALSE,2017-11-14,323
tidyposterior,0.0.1,FALSE,2017-11-14,323
Cubist,0.0.5,FALSE,2011-04-27,2716
Cubist,0.0.6,FALSE,2011-04-30,2713
Cubist,0.0.7,FALSE,2011-06-02,2680
Cubist,0.0.8,FALSE,2011-06-22,2660
Cubist,0.0.11,FALSE,2012-02-15,2422
Cubist,0.0.12,FALSE,2012-02-29,2408
Cubist,0.0.13,FALSE,2013-01-31,2071
Cubist,0.0.15,FALSE,2014-01-16,1721
Cubist,0.0.18,FALSE,2014-06-07,1579
Cubist,0.0.19,FALSE,2016-12-11,661
Cubist,0.2.0,TRUE,2017-11-28,309
Cubist,0.2.1,FALSE,2017-12-01,306
Cubist,0.2.2,FALSE,2018-05-21,135
vdiffr,0.1.0,TRUE,2016-11-08,694
vdiffr,0.1.1,FALSE,2016-11-15,687
vdiffr,0.2.0,TRUE,2017-08-03,426
vdiffr,0.2.1,FALSE,2017-10-09,359
vdiffr,0.2.2,FALSE,2018-02-01,244
vdiffr,0.2.3,FALSE,2018-04-27,159
ggstance,0.3,TRUE,2016-11-16,686
ggstance,0.3.1,FALSE,2018-07-20,75
fontquiver,0.1.0,TRUE,2016-09-04,759
fontquiver,0.2.0,TRUE,2016-10-27,706
fontquiver,0.2.1,FALSE,2017-01-31,610
roxygen,0.1,TRUE,2008-08-31,3685
roxygen,0.1-2,TRUE,2009-11-12,3247
roxygen,0.1-3,TRUE,2011-12-23,2476
