pkg,version,major,date
workflows,0.2.1,FALSE,2020-10-08
yardstick,0.0.1,FALSE,2017-11-12
yardstick,0.0.2,FALSE,2018-11-05
yardstick,0.0.3,FALSE,2019-03-08
yardstick,0.0.4,FALSE,2019-08-27
yardstick,0.0.5,FALSE,2020-01-23
yardstick,0.0.6,FALSE,2020-03-17
yardstick,0.0.7,FALSE,2020-07-13
yardstick,0.0.1,FALSE,2017-11-12
yardstick,0.0.2,FALSE,2018-11-05
yardstick,0.0.3,FALSE,2019-03-08
yardstick,0.0.4,FALSE,2019-08-27
yardstick,0.0.5,FALSE,2020-01-23
yardstick,0.0.6,FALSE,2020-03-17
yardstick,0.0.7,FALSE,2020-07-13
scales,0.1.0,TRUE,2011-09-22
scales,0.2.0,TRUE,2012-02-27
scales,0.2.1,FALSE,2012-05-08
scales,0.2.2,FALSE,2012-09-04
scales,0.2.3,FALSE,2012-12-05
scales,0.2.4,FALSE,2014-04-22
scales,0.2.5,FALSE,2015-06-12
scales,0.3.0,TRUE,2015-08-24
scales,0.4.0,TRUE,2016-02-26
scales,0.4.1,FALSE,2016-11-09
scales,0.5.0,TRUE,2017-08-24
scales,1.0.0,TRUE,2018-08-09
scales,1.1.0,TRUE,2019-11-18
scales,1.1.1,FALSE,2020-05-12
scales,0.1.0,TRUE,2011-09-22
scales,0.2.0,TRUE,2012-02-27
scales,0.2.1,FALSE,2012-05-08
scales,0.2.2,FALSE,2012-09-04
scales,0.2.3,FALSE,2012-12-05
scales,0.2.4,FALSE,2014-04-22
scales,0.2.5,FALSE,2015-06-12
scales,0.3.0,TRUE,2015-08-24
scales,0.4.0,TRUE,2016-02-26
scales,0.4.1,FALSE,2016-11-09
scales,0.5.0,TRUE,2017-08-24
scales,1.0.0,TRUE,2018-08-09
scales,1.1.0,TRUE,2019-11-18
scales,1.1.1,FALSE,2020-05-12
reshape,0.4,TRUE,2005-08-05
reshape,0.5,TRUE,2005-09-22
reshape,0.6,TRUE,2006-02-06
reshape,0.6.1,FALSE,2006-04-07
reshape,0.6.2,FALSE,2006-06-23
reshape,0.6.3,FALSE,2006-06-23
reshape,0.7,TRUE,2006-08-03
reshape,0.7.1,FALSE,2006-09-29
reshape,0.7.2,FALSE,2007-04-11
reshape,0.7.3,FALSE,2007-05-22
reshape,0.7.4,FALSE,2007-05-31
reshape,0.8.0,TRUE,2007-07-07
reshape,0.8.1,FALSE,2008-09-28
reshape,0.8.2,FALSE,2008-11-04
reshape,0.8.3,FALSE,2009-04-28
reshape,0.8.4,FALSE,2011-01-28
reshape,0.8.5,FALSE,2014-04-22
reshape,0.8.6,FALSE,2016-10-21
reshape,0.8.7,FALSE,2017-08-06
reshape,0.8.8,FALSE,2018-10-23
sloop,1.0.0,TRUE,2018-10-30
sloop,1.0.1,FALSE,2019-02-17
sloop,1.0.0,TRUE,2018-10-30
sloop,1.0.1,FALSE,2019-02-17
lazyeval,0.1.9,FALSE,2014-10-01
lazyeval,0.1.10,FALSE,2015-01-02
lazyeval,0.2.0,TRUE,2016-06-12
lazyeval,0.2.1,FALSE,2017-10-29
lazyeval,0.2.2,FALSE,2019-03-15
nycflights13,0.1,TRUE,2014-07-22
nycflights13,0.2.0,TRUE,2016-04-29
nycflights13,0.2.1,FALSE,2016-12-29
nycflights13,0.2.2,FALSE,2017-01-27
nycflights13,1.0.0,TRUE,2018-06-26
nycflights13,1.0.1,FALSE,2019-09-16
babynames,0.1,TRUE,2014-07-22
babynames,0.2.0,TRUE,2016-02-19
babynames,0.2.1,FALSE,2016-02-21
babynames,0.3.0,TRUE,2017-04-14
babynames,1.0.0,TRUE,2019-01-12
dtplyr,0.0.1,FALSE,2016-06-27
dtplyr,0.0.2,FALSE,2017-04-21
dtplyr,0.0.3,FALSE,2019-02-25
dtplyr,1.0.0,TRUE,2019-11-12
dtplyr,1.0.1,FALSE,2020-01-23
dtplyr,0.0.1,FALSE,2016-06-27
dtplyr,0.0.2,FALSE,2017-04-21
dtplyr,0.0.3,FALSE,2019-02-25
dtplyr,1.0.0,TRUE,2019-11-12
dtplyr,1.0.1,FALSE,2020-01-23
gtable,0.1.1,FALSE,2012-09-04
gtable,0.1.2,FALSE,2012-12-05
gtable,0.2.0,TRUE,2016-02-26
gtable,0.3.0,TRUE,2019-03-25
gtable,0.1.1,FALSE,2012-09-04
gtable,0.1.2,FALSE,2012-12-05
gtable,0.2.0,TRUE,2016-02-26
gtable,0.3.0,TRUE,2019-03-25
purrrlyr,0.0.1,FALSE,2017-04-29
purrrlyr,0.0.2,FALSE,2017-05-13
purrrlyr,0.0.3,FALSE,2018-05-29
purrrlyr,0.0.4,FALSE,2019-02-15
purrrlyr,0.0.5,FALSE,2019-03-16
purrrlyr,0.0.6,FALSE,2020-05-02
rvest,0.1.0,TRUE,2014-11-21
rvest,0.2.0,TRUE,2015-01-01
rvest,0.3.0,TRUE,2015-09-22
rvest,0.3.1,FALSE,2015-11-11
rvest,0.3.2,FALSE,2016-06-17
rvest,0.3.3,FALSE,2019-04-11
rvest,0.3.4,FALSE,2019-05-15
rvest,0.3.5,FALSE,2019-11-09
rvest,0.3.6,FALSE,2020-07-25
rvest,0.1.0,TRUE,2014-11-21
rvest,0.2.0,TRUE,2015-01-01
rvest,0.3.0,TRUE,2015-09-22
rvest,0.3.1,FALSE,2015-11-11
rvest,0.3.2,FALSE,2016-06-17
rvest,0.3.3,FALSE,2019-04-11
rvest,0.3.4,FALSE,2019-05-15
rvest,0.3.5,FALSE,2019-11-09
rvest,0.3.6,FALSE,2020-07-25
assertthat,0.1,TRUE,2013-12-05
assertthat,0.2.0,TRUE,2017-04-11
assertthat,0.2.1,FALSE,2019-03-21
plyr,0.1,TRUE,2008-09-30
plyr,0.1.1,FALSE,2008-10-08
plyr,0.1.2,FALSE,2008-11-18
plyr,0.1.3,FALSE,2008-11-19
plyr,0.1.4,FALSE,2008-12-13
plyr,0.1.5,FALSE,2009-02-24
plyr,0.1.6,FALSE,2009-04-15
plyr,0.1.7,FALSE,2009-04-15
plyr,0.1.8,FALSE,2009-04-21
plyr,0.1.9,FALSE,2009-06-23
plyr,1.0,TRUE,2010-07-05
plyr,1.0.1,FALSE,2010-07-06
plyr,1.0.2,FALSE,2010-07-06
plyr,1.0.3,FALSE,2010-07-07
plyr,1.1,TRUE,2010-07-24
plyr,1.2,TRUE,2010-09-10
plyr,1.2.1,FALSE,2010-09-11
plyr,1.4,TRUE,2011-01-04
plyr,1.4.1,FALSE,2011-04-05
plyr,1.5,TRUE,2011-04-10
plyr,1.5.1,FALSE,2011-04-13
plyr,1.5.2,FALSE,2011-04-24
plyr,1.6,TRUE,2011-07-29
plyr,1.7,TRUE,2011-12-30
plyr,1.7.1,FALSE,2012-01-08
plyr,1.8,TRUE,2012-12-06
plyr,1.8.1,FALSE,2014-02-26
plyr,1.8.2,FALSE,2015-04-21
plyr,1.8.3,FALSE,2015-06-12
plyr,1.8.4,FALSE,2016-06-08
plyr,1.8.5,FALSE,2019-12-10
plyr,1.8.6,FALSE,2020-03-03
gapminder,0.1.0,TRUE,2015-03-17
gapminder,0.2.0,TRUE,2015-12-30
gapminder,0.3.0,TRUE,2017-10-31
repurrrsive,0.1.0,TRUE,2017-09-08
repurrrsive,1.0.0,TRUE,2019-07-15
gmailr,0.0.1,FALSE,2014-07-26
gmailr,0.5.0,TRUE,2014-09-18
gmailr,0.6.0,TRUE,2014-12-04
gmailr,0.7.1,FALSE,2016-04-11
gmailr,1.0.0,TRUE,2019-08-23
gmailr,0.0.1,FALSE,2014-07-26
gmailr,0.5.0,TRUE,2014-09-18
gmailr,0.6.0,TRUE,2014-12-04
gmailr,0.7.1,FALSE,2016-04-11
gmailr,1.0.0,TRUE,2019-08-23
lintr,0.2.0,TRUE,2014-12-01
lintr,0.3.1,FALSE,2015-09-03
lintr,0.3.2,FALSE,2015-09-08
lintr,0.3.3,FALSE,2015-09-15
lintr,1.0.0,TRUE,2016-04-15
lintr,1.0.1,FALSE,2017-08-10
lintr,1.0.2,FALSE,2017-11-08
lintr,1.0.3,FALSE,2018-11-08
lintr,2.0.0,TRUE,2019-10-01
lintr,2.0.1,FALSE,2020-02-19
prettyunits,1.0.0,TRUE,2014-10-13
prettyunits,1.0.2,FALSE,2015-07-12
prettyunits,1.1.0,TRUE,2020-01-09
prettyunits,1.1.1,FALSE,2020-01-24
prettyunits,1.0.0,TRUE,2014-10-13
prettyunits,1.0.2,FALSE,2015-07-12
prettyunits,1.1.0,TRUE,2020-01-09
prettyunits,1.1.1,FALSE,2020-01-24
secret,1.0.0,TRUE,2017-06-17
secret,1.1.0,TRUE,2020-05-07
caret,2.27,TRUE,2007-10-05
caret,2.29,TRUE,2007-10-09
caret,3.08,TRUE,2007-11-29
caret,3.12,TRUE,2008-02-27
caret,3.13,TRUE,2008-03-02
caret,3.16,TRUE,2008-03-28
caret,3.21,TRUE,2008-06-11
caret,3.25,TRUE,2008-07-12
caret,3.32,TRUE,2008-08-01
caret,3.37,TRUE,2008-09-05
caret,3.45,TRUE,2008-10-19
caret,3.51,TRUE,2008-12-06
caret,4.05,TRUE,2009-01-23
caret,4.06,TRUE,2009-01-25
caret,4.08,TRUE,2009-02-19
caret,4.10,TRUE,2009-03-27
caret,4.11,TRUE,2009-04-29
caret,4.12,TRUE,2009-05-08
caret,4.15,TRUE,2009-05-13
caret,4.16,TRUE,2009-05-24
caret,4.17,TRUE,2009-06-05
caret,4.18,TRUE,2009-06-18
caret,4.19,TRUE,2009-07-01
caret,4.20,TRUE,2009-08-25
caret,4.23,TRUE,2009-09-28
caret,4.24,TRUE,2009-09-30
caret,4.25,TRUE,2009-10-06
caret,4.26,TRUE,2009-10-28
caret,4.27,TRUE,2009-11-05
caret,4.30,TRUE,2009-11-09
caret,4.31,TRUE,2009-12-09
caret,4.33,TRUE,2010-03-01
caret,4.34,TRUE,2010-03-18
caret,4.36,TRUE,2010-04-18
caret,4.37,TRUE,2010-04-19
caret,4.39,TRUE,2010-05-16
caret,4.41,TRUE,2010-05-22
caret,4.42,TRUE,2010-06-11
caret,4.43,TRUE,2010-07-01
caret,4.44,TRUE,2010-07-24
caret,4.45,TRUE,2010-07-28
caret,4.47,TRUE,2010-08-05
caret,4.48,TRUE,2010-08-08
caret,4.49,TRUE,2010-08-09
caret,4.51,TRUE,2010-08-11
caret,4.53,TRUE,2010-08-17
caret,4.54,TRUE,2010-08-18
caret,4.57,TRUE,2010-08-26
caret,4.58,TRUE,2010-08-29
caret,4.59,TRUE,2010-09-01
caret,4.60,TRUE,2010-09-03
caret,4.61,TRUE,2010-09-06
caret,4.62,TRUE,2010-09-10
caret,4.63,TRUE,2010-09-29
caret,4.64,TRUE,2010-10-07
caret,4.65,TRUE,2010-10-09
caret,4.67,TRUE,2010-10-14
caret,4.68,TRUE,2010-10-23
caret,4.69,TRUE,2010-10-29
caret,4.70,TRUE,2010-11-10
caret,4.72,TRUE,2010-12-18
caret,4.73,TRUE,2010-12-22
caret,4.75,TRUE,2011-01-03
caret,4.76,TRUE,2011-01-08
caret,4.77,TRUE,2011-01-23
caret,4.78,TRUE,2011-02-09
caret,4.83,TRUE,2011-04-01
caret,4.85,TRUE,2011-04-03
caret,4.87,TRUE,2011-04-28
caret,4.88,TRUE,2011-04-30
caret,4.89,TRUE,2011-05-28
caret,4.90,TRUE,2011-06-02
caret,4.91,TRUE,2011-06-09
caret,4.92,TRUE,2011-07-06
caret,4.98,TRUE,2011-07-26
caret,4.99,TRUE,2011-09-02
caret,5.01-001,TRUE,2011-09-02
caret,5.02-011,TRUE,2011-09-19
caret,5.03-003,TRUE,2011-09-24
caret,5.04-007,TRUE,2011-09-26
caret,5.05.004,FALSE,2011-10-11
caret,5.07-001,TRUE,2011-10-23
caret,5.07-005,TRUE,2011-11-08
caret,5.07-024,TRUE,2011-11-14
caret,5.08-011,TRUE,2011-11-25
caret,5.09-006,TRUE,2011-12-07
caret,5.09-012,TRUE,2011-12-11
caret,5.10-13,TRUE,2012-01-04
caret,5.11-06,TRUE,2012-01-13
caret,5.12-04,TRUE,2012-01-15
caret,5.13-20,TRUE,2012-02-06
caret,5.13-037,TRUE,2012-02-17
caret,5.14-023,TRUE,2012-02-23
caret,5.15-023,TRUE,2012-03-20
caret,5.15-044,TRUE,2012-10-03
caret,5.15-045,TRUE,2012-11-27
caret,5.15-048,TRUE,2012-12-21
caret,5.15-052,TRUE,2013-01-17
caret,5.15-61,TRUE,2013-02-12
caret,5.16-04,TRUE,2013-05-17
caret,5.16-24,TRUE,2013-06-20
caret,5.17-7,TRUE,2013-08-05
caret,6.0-21,TRUE,2014-01-03
caret,6.0-22,TRUE,2014-01-18
caret,6.0-24,TRUE,2014-02-16
caret,6.0-29,TRUE,2014-05-28
caret,6.0-30,TRUE,2014-06-04
caret,6.0-34,TRUE,2014-08-15
caret,6.0-35,TRUE,2014-08-24
caret,6.0-37,TRUE,2014-11-10
caret,6.0-41,TRUE,2015-01-03
caret,6.0-47,TRUE,2015-05-06
caret,6.0-52,TRUE,2015-07-17
caret,6.0-57,TRUE,2015-10-11
caret,6.0-58,TRUE,2015-10-22
caret,6.0-62,TRUE,2015-11-23
caret,6.0-64,TRUE,2016-01-06
caret,6.0-68,TRUE,2016-04-11
caret,6.0-70,TRUE,2016-06-13
caret,6.0-71,TRUE,2016-08-05
caret,6.0-72,TRUE,2016-11-01
caret,6.0-73,TRUE,2016-11-10
caret,6.0-76,TRUE,2017-04-18
caret,6.0-77,TRUE,2017-09-07
caret,6.0-78,TRUE,2017-12-10
caret,6.0-79,TRUE,2018-03-29
caret,6.0-80,TRUE,2018-05-26
caret,6.0-81,TRUE,2018-11-20
caret,6.0-82,TRUE,2019-03-26
caret,6.0-83,TRUE,2019-04-18
caret,6.0-84,TRUE,2019-04-27
caret,6.0-85,TRUE,2020-01-07
caret,6.0-86,TRUE,2020-03-20
recipes,0.1.0,TRUE,2017-07-27
recipes,0.1.1,FALSE,2017-11-20
recipes,0.1.2,FALSE,2018-01-11
recipes,0.1.3,FALSE,2018-06-16
recipes,0.1.4,FALSE,2018-11-19
recipes,0.1.5,FALSE,2019-03-21
recipes,0.1.6,FALSE,2019-07-02
recipes,0.1.7,FALSE,2019-09-15
recipes,0.1.8,FALSE,2019-12-18
recipes,0.1.9,FALSE,2020-01-07
recipes,0.1.10,FALSE,2020-03-18
recipes,0.1.11,FALSE,2020-04-30
recipes,0.1.12,FALSE,2020-05-01
recipes,0.1.13,FALSE,2020-06-23
recipes,0.1.14,FALSE,2020-10-17
recipes,0.1.0,TRUE,2017-07-27
recipes,0.1.1,FALSE,2017-11-20
recipes,0.1.2,FALSE,2018-01-11
recipes,0.1.3,FALSE,2018-06-16
recipes,0.1.4,FALSE,2018-11-19
recipes,0.1.5,FALSE,2019-03-21
recipes,0.1.6,FALSE,2019-07-02
recipes,0.1.7,FALSE,2019-09-15
recipes,0.1.8,FALSE,2019-12-18
recipes,0.1.9,FALSE,2020-01-07
recipes,0.1.10,FALSE,2020-03-18
recipes,0.1.11,FALSE,2020-04-30
recipes,0.1.12,FALSE,2020-05-01
recipes,0.1.13,FALSE,2020-06-23
recipes,0.1.14,FALSE,2020-10-17
rsample,0.0.1,FALSE,2017-07-08
rsample,0.0.2,FALSE,2017-11-12
rsample,0.0.3,FALSE,2018-11-20
rsample,0.0.4,FALSE,2019-01-07
rsample,0.0.5,FALSE,2019-07-12
rsample,0.0.6,FALSE,2020-03-31
rsample,0.0.7,FALSE,2020-06-04
rsample,0.0.8,FALSE,2020-09-23
rsample,0.0.1,FALSE,2017-07-08
rsample,0.0.2,FALSE,2017-11-12
rsample,0.0.3,FALSE,2018-11-20
rsample,0.0.4,FALSE,2019-01-07
rsample,0.0.5,FALSE,2019-07-12
rsample,0.0.6,FALSE,2020-03-31
rsample,0.0.7,FALSE,2020-06-04
rsample,0.0.8,FALSE,2020-09-23
yardstick,0.0.1,FALSE,2017-11-12
yardstick,0.0.2,FALSE,2018-11-05
yardstick,0.0.3,FALSE,2019-03-08
yardstick,0.0.4,FALSE,2019-08-27
yardstick,0.0.5,FALSE,2020-01-23
yardstick,0.0.6,FALSE,2020-03-17
yardstick,0.0.7,FALSE,2020-07-13
yardstick,0.0.1,FALSE,2017-11-12
yardstick,0.0.2,FALSE,2018-11-05
yardstick,0.0.3,FALSE,2019-03-08
yardstick,0.0.4,FALSE,2019-08-27
yardstick,0.0.5,FALSE,2020-01-23
yardstick,0.0.6,FALSE,2020-03-17
yardstick,0.0.7,FALSE,2020-07-13
AmesHousing,0.0.2,FALSE,2017-09-26
AmesHousing,0.0.3,FALSE,2017-12-17
AmesHousing,0.0.4,FALSE,2020-06-23
tidyposterior,0.0.1,FALSE,2017-11-14
tidyposterior,0.0.2,FALSE,2018-11-15
tidyposterior,0.0.3,FALSE,2020-06-11
tidyposterior,0.0.1,FALSE,2017-11-14
tidyposterior,0.0.2,FALSE,2018-11-15
tidyposterior,0.0.3,FALSE,2020-06-11
Cubist,0.0.5,FALSE,2011-04-27
Cubist,0.0.6,FALSE,2011-04-30
Cubist,0.0.7,FALSE,2011-06-02
Cubist,0.0.8,FALSE,2011-06-22
Cubist,0.0.11,FALSE,2012-02-15
Cubist,0.0.12,FALSE,2012-02-29
Cubist,0.0.13,FALSE,2013-01-31
Cubist,0.0.15,FALSE,2014-01-16
Cubist,0.0.18,FALSE,2014-06-07
Cubist,0.0.19,FALSE,2016-12-11
Cubist,0.2.0,TRUE,2017-11-28
Cubist,0.2.1,FALSE,2017-12-01
Cubist,0.2.2,FALSE,2018-05-21
Cubist,0.2.3,FALSE,2020-01-10
vdiffr,0.1.0,TRUE,2016-11-08
vdiffr,0.1.1,FALSE,2016-11-15
vdiffr,0.2.0,TRUE,2017-08-03
vdiffr,0.2.1,FALSE,2017-10-09
vdiffr,0.2.2,FALSE,2018-02-01
vdiffr,0.2.3,FALSE,2018-04-27
vdiffr,0.3.0,TRUE,2019-01-02
vdiffr,0.3.1,FALSE,2019-07-10
vdiffr,0.3.2,FALSE,2020-06-06
vdiffr,0.3.2.2,FALSE,2020-07-07
vdiffr,0.3.3,FALSE,2020-10-06
vdiffr,0.1.0,TRUE,2016-11-08
vdiffr,0.1.1,FALSE,2016-11-15
vdiffr,0.2.0,TRUE,2017-08-03
vdiffr,0.2.1,FALSE,2017-10-09
vdiffr,0.2.2,FALSE,2018-02-01
vdiffr,0.2.3,FALSE,2018-04-27
vdiffr,0.3.0,TRUE,2019-01-02
vdiffr,0.3.1,FALSE,2019-07-10
vdiffr,0.3.2,FALSE,2020-06-06
vdiffr,0.3.2.2,FALSE,2020-07-07
vdiffr,0.3.3,FALSE,2020-10-06
ggstance,0.3,TRUE,2016-11-16
ggstance,0.3.1,FALSE,2018-07-20
ggstance,0.3.2,FALSE,2019-06-24
ggstance,0.3.3,FALSE,2019-08-19
ggstance,0.3.4,FALSE,2020-04-02
fontquiver,0.1.0,TRUE,2016-09-04
fontquiver,0.2.0,TRUE,2016-10-27
fontquiver,0.2.1,FALSE,2017-01-31
roxygen2,2.0,TRUE,2011-07-23
roxygen2,2.1,TRUE,2011-07-29
roxygen2,2.2,TRUE,2011-11-12
roxygen2,2.2.1,FALSE,2011-11-19
roxygen2,2.2.2,FALSE,2011-12-01
roxygen2,3.0.0,TRUE,2013-12-06
roxygen2,3.1.0,TRUE,2014-01-29
roxygen2,4.0.0,TRUE,2014-05-02
roxygen2,4.0.1,FALSE,2014-05-17
roxygen2,4.0.2,FALSE,2014-09-02
roxygen2,4.1.0,TRUE,2014-12-13
roxygen2,4.1.1,FALSE,2015-04-15
roxygen2,5.0.0,TRUE,2015-10-28
roxygen2,5.0.1,FALSE,2015-11-10
roxygen2,6.0.0,TRUE,2017-01-31
roxygen2,6.0.1,FALSE,2017-02-06
roxygen2,6.1.0,TRUE,2018-07-27
roxygen2,6.1.1,FALSE,2018-11-07
roxygen2,7.0.0,TRUE,2019-11-12
roxygen2,7.0.1,FALSE,2019-11-22
roxygen2,7.0.2,FALSE,2019-12-02
roxygen2,7.1.0,TRUE,2020-03-11
roxygen2,7.1.1,FALSE,2020-06-27
roxygen2,2.0,TRUE,2011-07-23
roxygen2,2.1,TRUE,2011-07-29
roxygen2,2.2,TRUE,2011-11-12
roxygen2,2.2.1,FALSE,2011-11-19
roxygen2,2.2.2,FALSE,2011-12-01
roxygen2,3.0.0,TRUE,2013-12-06
roxygen2,3.1.0,TRUE,2014-01-29
roxygen2,4.0.0,TRUE,2014-05-02
roxygen2,4.0.1,FALSE,2014-05-17
roxygen2,4.0.2,FALSE,2014-09-02
roxygen2,4.1.0,TRUE,2014-12-13
roxygen2,4.1.1,FALSE,2015-04-15
roxygen2,5.0.0,TRUE,2015-10-28
roxygen2,5.0.1,FALSE,2015-11-10
roxygen2,6.0.0,TRUE,2017-01-31
roxygen2,6.0.1,FALSE,2017-02-06
roxygen2,6.1.0,TRUE,2018-07-27
roxygen2,6.1.1,FALSE,2018-11-07
roxygen2,7.0.0,TRUE,2019-11-12
roxygen2,7.0.1,FALSE,2019-11-22
roxygen2,7.0.2,FALSE,2019-12-02
roxygen2,7.1.0,TRUE,2020-03-11
roxygen2,7.1.1,FALSE,2020-06-27
